headline_quote,best_body_sentence,best_body_quote,label,best_quote_sim,best_sim,quote_len,ctx_len,n_votes,majority_pred,easy_correct,easy_wrong,hard
['이러다 보험사 망한다'],◇보험사 망한다는데 “안 팔수 없다”는 속사정 ◇보험사 망한다는데 “안 팔수 없다”는 속사정=보험사가 이같은 ‘위험성’을 모르지 않는다.,치매보험 인수거부는 상당히 이례적인 일로 그만큼 위험도가 크다고 본 것,1,0.6385228633880615,0.6538285613059998,3,41,6,1,True,False,False
['죽기 전날 유서 5장 보여줬다'],유서는 미리 써놨는데….”라고 말했다고 월간조선은 밝혔다.,정 전 회장의 자살과 관련해 경찰의 조사처럼 자살했다는 것 말고 아는 게 없다 ,1,0.5060856938362122,0.6004638075828552,5,61,5,1,False,False,True
['한국산이면 2배 가격에도 팔린다'],'전지현'의 샴푸 광고판이 그 맞은 편을 장식하고 있다.,한국 제품이라서 가격이 높은 편,1,0.7379742860794067,0.5724616050720215,4,37,4,1,False,False,True
['법대로 하다간 망한다'],대신 존폐를 가를 몇몇 차별조항을 바꿔 달라고 요구하고 있다.,대부업 이용 금융소비자 채무자 보호규정을 강화하는 것을 주요 내용으로 하는 대부업법 개정안의 방향은 맞다고 생각하지만 손비인정 축소나 자금조달 원천 차단과 같은 대부업체들에 절대 불리한 차별규정들이 존치하는 한 대부업자들의 자진폐업은 늘어날 수밖에 없는 실정,1,0.3534130752086639,0.6182950735092163,3,27,6,1,True,False,False
['특허괴물 막으라고 1천200억 투자…실적은 1건'],"// flash 오류를 우회하기 위한 함수 추가 function _flash_removeCallback() {} 추미애 ""민관합동 설립 특허관리전문회사 406억 누적손실"" (서울=연합뉴스) 김동현 기자 = 정부가 이른바 '특허괴물'로 알려진 외국계 특허관리전문회사(NPE)의 소송으로부터 국내 중소·중견기업을 보호하기 위해 설립한 업체가 실적 없이 세금만 축냈다는 지적이 제기됐다.",민관합동 설립 특허관리전문회사 406억 누적손실,1,0.7422260046005249,0.4325483441352844,5,63,6,1,True,False,False
['장롱속 카드 연회비 돌려받으세요'],4일 카드업계에 따르면 국민카드와 외환카드는 최근 회원들에게 “1년 이상 카드 사용 실적이 없는 회원이 탈퇴 의사를 밝히면 거래가 없는 기간의 연회비를 반환한다”는 내용의 안내장을 e메일과 우편으로 발송했다.,1년 이상 사용하지 않은 신용카드 연회비 돌려받으세요 ,0,0.6758634448051453,0.4255267381668091,4,77,1,0,False,False,True
['콜라가 뭐기에'],[머니투데이 원종태 기자]연초부터 코카콜라 가격이 또 올랐다.,지난해 12월 가격을 올린 제품은 환타와 사이다 커피 등 콜라가 아닌 제품과 음식점용 일부 코카콜라 제품이었다,1,0.6184639930725098,0.7060242891311646,2,43,6,1,True,False,False
['집값 더 떨어져야'],"// flash 오류를 우회하기 위한 함수 추가 function _flash_removeCallback() {} [머니투데이 전예진,송충현 기자][[머니투데이 9월 정기여론조사] ""8.29대책 별 효과 없다""는 의견도 37.4%] [머니투데이 전예진,송충현 기자][[머니투데이 9월 정기여론조사] ""8.29대책 별 효과 없다""는 의견도 37.4%] 우리나라 국민 10명 중 6명은 집값이 더 떨어져야 한다고 생각하는 것으로 조사됐다.",집값이 더 떨어져야 한다,0,0.9524410367012024,0.6741485595703125,3,56,0,0,True,False,False
['망했습니다. 재취업도 안 되네요'],그런데 재취업도 안 되네요’라는 제목으로 올라온 글의 일부다.,자영업 망하고 6개월째 실업자입니다 당신들이 만들어놓은 소득주도성장 덕분에 잘 운영되던 가게 손님 줄고 원재료 가격 올라가고 인건비 올라가고 남는 게 없어서 접었습니다 ,1,0.5836812853813171,0.8461176753044128,4,28,4,1,False,False,True
['한국증시는 날마다 블랙데이?'],김정태기자 dbman7@,할 말을 잃었다 장이 조정을 받는 것도 좋지만 문제는 특별히 하락요인이 이거다라고 명확히 드러나지 않는다는 점이 최대 악재인것 같다,1,0.2203625589609146,0.6904101371765137,3,25,4,1,False,False,True
['조치 취할 것'],국세청은 이로 인한 불편이나 불이익이 없도록 필요한 조치를 취할 예정이라고 덧붙였다.,직장인들은 다른 공제 항목에도 오류 가능성이 있는 만큼 정산 과정에서 꼼꼼히 확인해야 한다,1,0.4696051478385925,0.2826529741287231,3,54,6,1,True,False,False
['법대로 하든지 배째!'],오는 3월말 전세 만기가 끝나 새 집을 구했더니 집주인은 오히려 3월말까지 들어올 사람이 없다며 법대로 하든지 마음대로 하라고 큰소리 쳤다.,임차인의 권리보호를 위한 제도개선이 필요하다,1,0.4329893290996551,0.3528029918670654,3,70,6,1,True,False,False
"['식비, 집세 빼면 쓸 돈 없는데…물가가 낮다고?']",한 푼이라도 아끼려고 식비를 줄여 보려는 김씨에게 매달 정부가 소비자물가상승률을 발표하면서 ‘저물가’라고 설명하는 것은 납득이 되지 않는다.,최근 소비자물가상승률이 이례적으로 낮은 이유는 저유가 현상 이외에도 소비자물가 구성항목 편제방식과 가중치 영향도 상당한 것으로 보인다,1,0.4958474040031433,0.6062561869621277,7,38,3,1,False,False,True
['우리 떨고 있나'],류순열 선임기자 ryoosy@segye.com,금융감독원이 이달까지 자료를 취합하고 나서 제대로 신고됐는지 강도 높은 검사에 나설 계획,1,0.1657830625772476,0.2826777100563049,3,20,6,1,True,False,False
['英보험사 김연아에 100만달러 지급'],김연아의 한국 스폰서 은행들이 김연아가 지난해 자신이 세운 세계기록 207점을 깨고 올림픽 여자 피겨스케이팅에서 우승하면 100만달러의 보험금이 지급되도록 영국의 보험사 로이즈(Lloyds)에 보험을 들었다는 것이다.,골든걸 김연아는 그냥 완벽했다,1,0.3879674077033996,0.3277315497398376,4,80,6,1,True,False,False
['재산세 못내겠다'],세금 폭탄 웬말인가.’ 서울 강남구 압구정동 현대아파트·미성아파트 입주자 일동이 내건 현수막 내용이다.,재산세가 많다고 주민들이 아우성,1,0.6955447196960449,0.9077807068824768,2,37,6,1,True,False,False
"['2017년 소상공인, 하루 10시간 일하고 월평균 269만원 벌었다']",삼청동 상점에 붙은 '임대문의'[연합뉴스 자료사진] 삼청동 상점에 붙은 '임대문의'[연합뉴스 자료사진] 삼청동 상점에 붙은 '임대문의'[연합뉴스 자료사진] 부채가 있다고 말한 소상공인은 44.4%였다.,매출 감소,1,0.3192356824874878,0.5829122066497803,8,32,4,1,False,False,True
['허리띠 더 졸라맬 생각하니 한숨만'],// flash 오류를 우회하기 위한 함수 추가 function _flash_removeCallback() {} [쿠키 사회]○…“새해에는 허리띠를 더욱 졸라매야 할 형편입니다.,새해에는 허리띠를 더욱 졸라매야 할 형편입니다 없는 살림에 하루가 멀다하고 오르는 물가가 걱정입니다 ,0,0.6591404676437378,0.5282001495361328,5,53,2,0,False,False,True
['2018년 이후 구매하겠다'],"이어 '내년 하반기'라는 답변이 15.11%(100명)으로 두번째로 많았고, 내년 상반기 14.35%(95명), 올해 하반기 12.39%(82명), 올해 상반기 6.19%(41명) 등 순이었다.",전셋값 오른다,1,0.5694795846939087,0.4017433822154999,3,44,5,1,False,False,True
['올해부터 집값 떨어질 것'],"// flash 오류를 우회하기 위한 함수 추가 function _flash_removeCallback() {} (서울=연합뉴스) 유경수기자 = 추병직 건설교통부 장관은 ""올해를 기점으로 집값이 떨어질 것""이라고 말했다.",올해를 기점으로 집값이 떨어질 것,0,0.9808666706085204,0.5458780527114868,4,44,0,0,True,False,False
['서초구 주민 가장 넓은 아파트 산다'],"지방에서는 대전시의 아파트가 29.9평형으로 가장 컸고, 부산(29.82평형).대구시(29.45평형)가 뒤를 이었다.",아파트 평형이 커지는 것은 최근 대형평형 선호 현상으로 큰 평수 공급이 늘고 있기 때문,1,0.680508017539978,0.4790499210357666,6,30,4,1,False,False,True
['전세금 내줄 돈 없어'],1년 전 집주인에게 “집을 나가겠다”고 얘기해 놨지만 집주인이 “나도 노력하고 있지만 전세금을 내줄 수가 없다”며 버티고 있기 때문이다.,나도 노력하고 있지만 전세금을 내줄 수가 없다,0,0.8193409442901611,0.4654795527458191,4,72,2,0,False,False,True
"['주식과세·소득세율 인상설, 한참 앞선 추측']",무단전재 및 재배포 금지＞ 김수헌 (,일부 언론에서 주식양도차익과세나 부가가치세 소득세율 인상 검토설이 나오고 있는데 여러 걸음 앞서나가는 보도,0,0.8272121548652649,0.8856240510940552,5,7,3,1,False,False,True
['5년간 3조 투자'],대표이사는 현 케미칼 사업부장인 이승구 부사장이 맡는다.,2020년까지 3조원 이상의 투자를 통해 자동차 배터리 사업을 반드시 글로벌 초일류로 성장시키겠다,0,0.5220256447792053,0.442298412322998,3,37,4,1,False,False,True
['새벽장사 1개도 못파는 일 허다'],민망해진 이시장은 “좋은 날이 오겠죠”라고 위로했으나 이 상인은 “서울시장이 한번 와서 무엇을 알겠느냐”고 타박했다.,오늘 개시도 못했다 시장님이라도 하나 팔아달라 ,0,0.6436070203781128,0.5419772863388062,5,60,3,1,False,False,True
['집값 내년에 더 떨어진다'],"한국은행이 4일 발표한 ‘8·31 부동산 종합정책이 우리 경제에 미치는 영향’에 따르면 서울 강남 재건축아파트를 중심으로 집값 하락세가 이어지고, 올해보다는 내년에 하락폭이 훨씬 클 것으로 예상됐다.2006년 중 보유세 강화,2007년 양도세 강화 등 종합대책 일정에 따라 1가구 다주택을 중심으로 매물이 증가하면서 내년에 집값이 더 크게 떨어진다는 예측이다.",전국 집값이 3 퍼센트 쯤 떨어지는 것을 전제로 한 분석이 더 의미가 있다 ,1,0.7693843245506287,0.54228675365448,4,83,4,1,False,False,True
['빚내서 집사라는 정책에 악성 주택담보대출 늘었다'],때문에 규제가 적용되는 대출의 42% 수준으로 집값이 떨어질 경우 깡통주택으로 전락할 가능성이 상당히 높은 대출로 볼 수 있다.,규제 동시적용 대출의 52 4 퍼센트 가 위험 대출이 된 것은 최경환 경제부총리 취임 이후 규제완화 정책으로 인한 것,0,0.6742911338806152,0.7636936902999878,6,38,4,1,False,False,True
['웰컴! 한국형 신도시'],아스타나=정임수 기자,신도시 건설 경험과 기술이 축적된 한국 건설업체의 참여를 적극 기대하고 있다,1,0.5945992469787598,0.8153090476989746,3,19,3,1,False,False,True
['서민 주머니털생각말고 대안 마련하라'],이런 상황은 정부의 나라살림 곳곳에서 눈에 띈다.,옥탑방 주민들의 생계비를 올려달라고 할 때마다 예산전용은 불법이라 안된다는 변명만 단골메뉴로 들이밀더니 대통령실에서는 불법인 예산전용으로 엄동설한에 7 200만원어치의 화초나 사들이다니 ,1,0.5134792327880859,0.5170817375183105,4,20,3,1,False,False,True
['외인 수급 中으로 몰려'],장효원기자 specialjhw@inews24.com 장효원기자 장효원기자,또 1월에 코스피지수가 급등한 측면이 있어 2월 들어 밸류에이션 매력이 낮아진 것도 한 몫했다,0,0.2229864001274109,0.5420382618904114,4,15,6,1,False,True,False
['강남 대형아파트 인기 예전만 못해'],[박합수 KB국민은행 부동산팀장 habsoo@naver.com] [박합수 KB국민은행 부동산팀장,강남아파트는 이미 너무 올랐고 추가 상승은 어렵다,1,0.4050057828426361,0.691994845867157,5,19,4,1,False,False,True
['생존위한 질주'],세계적으로 저성장 시대가 본격화되면서 올해 경기도 그 어느 때보다 위태로운 만큼 생존을 위한 변화와 혁신에 총력을 기울이는 데 저마다 방점을 찍었다.,우리 앞에 놓인 현실을 냉철하게 직시해야 할 때,1,0.5145296454429626,0.4142858982086181,2,41,4,1,False,False,True
"[""주가 2000? 갈 곳 없는 '투기 자본'의 작품이다""]","갈 곳 없는 투기 자본의 작품"" ""주가 2000?",주가 2000 갈 곳 없는 투기 자본의 작품,0,0.9527316689491272,0.8848546743392944,8,36,3,1,False,False,True
"[""집값 제자리라도 '내 집' 마련하려면 16년?""]",나 같은 서민이 내 집을 마련하려면 빨라야 16년?,월 400만원 정도의 수입이 있는 가족이라면 10여 년 정도 걸리지 않을까요 저도 사실 2002년도에 아파트를 장만했는데 직장생활 시작한 후 12년 만에 장만한 것입니다 처음 아파트를 분양받았던 게 사태가 터졌던 97년이었는데 중도금을 못내 중도포기하고 분양권을 전매했었습니다 그리고 2002년도에야 아파트를 장만할 수 있었죠 저라고 특별한 방법이 있어서 한 것은 아니에요 그저 절약해서 한 푼 두 푼 모으고 부족한 돈을 대출받았죠 ,1,0.7566782236099243,0.8023396730422974,6,28,3,1,False,False,True
['복권업체 직원이 내부정보로 1등 당첨'],국회 법사위 소속 김재경(金在庚.한나라당) 의원이 25일 입수한 `복권제도 운영 및 관리실태'라는 감사원 감사 보고서에 따르면 녹색복권 재수탁업체인 N사 직원이 복권당첨 정보를 활용해 당첨금 2억5천만원의 1등에 당첨된 것으로 나타났다., 사 기술차장은 100만장당 한장 단위로 1등 복권이 발행된다는 정보를 입수하고 판매량이 95만장을 넘은 뒤 이틀에 걸쳐 복권을 집중구매 1등 복권에 당첨됐다,0,0.7400679588317871,0.2675865888595581,5,79,0,0,True,False,False
['유사휘발유로 못걷은 세금 1조3000억'],"노 의원은 ""지난해 제조된 것으로 추산된 유사휘발유를 리터당 1500원으로 계산하면 1조2400억원 규모에 이른다""라고 밝혔다.",유사 휘발유 판매로 3년 간 1조2936억원의 세금이 걷히지 않은 셈,0,0.8188247084617615,0.4057108163833618,4,35,3,1,False,False,True
['진짜 먹구름이 몰려온다?'],◇증감위 '증시 안정대책' 또 나올까 ◇증감위 '증시 안정대책' 또 나올까 그러나 중국 정부가 증시 불안이 지속되는 것을 좌시하지 않을 것이라는 목소리도 들린다.,결국 이날 중국 증시의 대폭락은 중국 경제 전반에 먹구름이 드리워질 수 있다는 위기감이 크게 작용했다,1,0.3455473482608795,0.5205627679824829,3,63,5,1,False,False,True
['주가상승세 당분간 지속..변동성도 커질 것'],"한은 관계자는 “다들 주식이 많이 오를 것이라고 전망하는데, 다들 오른다고 하면 오히려 거꾸로 안 오르는 경우도 있다”고 지적했다.",추세적으로 계속 좋아질 것으로 보이지만 변동성도 함께 커질 것,0,0.7533897757530212,0.6997125148773193,5,70,2,0,False,False,True
"[""`임회장 비리' 녹취록 존재…수행비서가 폭로""]","2010.10.24 scoop@yna.co.kr C&그룹 전직 임원 증언…""검찰도 확보했을 것"" (서울=연합뉴스) 이웅 전성훈 나확진 임수정 기자 = 1천억원대의 사기대출과 계열사 부당지원 혐의로 구속된 임병석(49) C&그룹 회장의 각종 비리가 담긴 녹취록이 존재하며 이것이 검찰에도 전달됐을 것이란 유력한 증언이 나왔다.",정씨가 임 회장의 운전사 겸 수행비서 역할을 하던 직원이 얘기하는 비리를 녹취해 임 회장을 협박한 것으로 안다,1,0.3520849943161011,0.3856710791587829,5,104,3,1,False,False,True
['비싸도 국산 농축산물 산다'],"아예 ""수입 농축산물이 좋고 구매에도 거리낌이 없다""는 반응도 9.1%나 차지했다.",우리 농축산물 가격이 수입품보다 훨씬 비싸면 수입 농축산물을 구매하겠다,1,0.8086181282997131,0.2328438013792038,4,44,6,1,True,False,False
"[""한국 '잃어버린 10년' 접어들 수도""]","기타노씨는 ""지난해 (일본에) '한국을 배우자'라는 붐이 있었지만, 한국 경제나 기업의 강점 중 대부분은 노동시간의 길이와 관련이 있다""며 ""한국이 노동시간을 줄일 경우 과거 일본에서와 마찬가지로 '잃어버린 10년'이 시작될 우려가 있다""고 주장했다.",중국 경제의 버블 거품 이 꺼지고 한국은 잃어버린 10년 에 접어들지도 모른다,0,0.7510989904403687,0.4528910219669342,5,51,6,1,False,True,False
['저물가 기조 계속될 것…디플레로 보긴 어려워'],"단 이를 ""디플레이션이라고 보기는 어렵다""는 입장이다.", 아직 디플레로 가고 있다고 보기는 어렵지 않나 생각한다,0,0.6605648994445801,0.7382820844650269,6,27,2,0,False,False,True
['가격보다 질이 우선'],"◇""비싸도 맛만 있으면 돼""…1500원 고가라면 시장 안착 ◇""비싸도 맛만 있으면 돼""…1500원 고가라면 시장 안착 © News1 © News1 © News1 지난해 상반기 짜장라면에서 시작된 라면 트렌드가 짬뽕라면으로 전이되면서 1500원짜리 고가 라면 제품이 시장에 안착했다.",최근 소비자들은 구성이 알차고 맛이 있으면 값이 비싸도 구매한다,1,0.5893023014068604,0.7059165239334106,3,71,1,0,False,False,True
['백종원도 주저 앉았다'],하지만 영업이익은 32억원으로 전년 147억원과 비교했을 때 약 5분의 1에 그치는 수준이었다.,대립과 갈등을 부추기는 입법보다는 산업을 진흥하는 데 도움을 주는 법안이 나와야 한다,1,0.1095123142004013,0.4629747569561004,3,40,6,1,True,False,False
['韓 쇠고기.분유.휴대전화 물가 세계 최상위'],갤럭시S 출시 4개월만에 500만대 돌파 (서울=연합뉴스) 이정훈 기자 = 삼성전자의 안드로이드 스마트폰 갤럭시S 판매량이 500만대를 넘어섰다.,수입산 제품의 경우 고가 제품을 선호하는 국내 소비자의 심리를 노려 가격을 비싸게 책정한 것으로 보인다,1,0.4616448879241943,0.7658164501190186,5,45,4,1,False,False,True
['유가 100달러 현실로 다가온다'],"웨인 휴머 투자사의 수석 경제분석가인 윌리엄 휴머는 “ 2주전 까지만 해도 유가 100달러는 가당치도 않은 이야기였지만 지금은 현실적으로 가능하게 됐다”며 “미국 경제가 스태그플레이션에 빠지고, 자동차 운행이 급격히 줄어들며, 고통스러운 희생을 강 요받게 될 것”이라고 전망했다."," 2주전 

까지만 해도 유가 100달러는 가당치도 않은 이야기였지만 지금은

 현실적으로 가능하게 됐다",0,0.7928961515426636,0.752286970615387,4,69,1,0,False,False,True
"['연말정산 세부담, 5500만원 이하도 늘어난 경우 있어']","// flash 오류를 우회하기 위한 함수 추가 function _flash_removeCallback() {} 【서울=뉴시스】조현아 곽치원 기자 = 최경환 경제부총리 겸 기획재정부 장관은 2일 연말정산과 관련, ""5500만원 이하 소득자 중에서 개별 케이스에 따라 (세금 부담이) 늘어난 분도 있다""고 말했다.",시뮬레이션을 추정해보면 5500만원 이하 소득자 중 전체 세부담이 줄어드는 것은 분명하다,0,0.6661049723625183,0.3056539297103882,7,57,3,1,False,False,True
['집값 더 떨어져야 한다'],[머니투데이 이유진 MTN기자]우리나라 국민 10명 중 6명은 집값이 더 떨어져야 한다고 생각하는 것으로 조사됐습니다.,집값이 더 떨어져야 한다,0,0.9987502098083496,0.673174262046814,4,55,2,0,False,False,True
['세금 안내는 서민 대부분인데 세금을 깎아준다고?'],"그는 “2008년 기준으로 전체 근로소득자 중 면세자 비중은 43.2%, 종합소득자 중 면세자 비중은 31.4%에 달한다”며 “예를 들어, 세제개편안에 따라 일용근로자 원천징수세율을 인하(현행 8%→6%)하더라도 실제 일용근로자의 원천징수세액의 상당수가 환급되고 있는 점을 고려하면 세제지원 효과는 제한적일 것”이라고 예상했다.",예를 들어 세제개편안에 따라 일용근로자 원천징수세율을 인하 현행 8 퍼센트 에서 6 퍼센트 하더라도 실제 일용근로자의 원천징수세액의 상당수가 환급되고 있는 점을 고려하면 세제지원 효과는 제한적일 것,1,0.6893676519393921,0.6282587051391602,6,90,6,1,True,False,False
['기업 생태계 역동성 없어'],"그는 ""할아버지, 아버지와 달리 역동적이지 못하고 기업가 정신을 잃어버린 재벌 3세가 부를 지키는 쪽의 의사 결정만 하다 보니 산업이 기존 틀을 벗어나지 못하고 있다""면서 ""재벌 3세가 새로운 기업이 성장할 수 있는 환경도 파괴하고 있다""고 비판했다.",재벌 3세가 새로운 기업이 성장할 수 있는 환경도 파괴하고 있다,1,0.6838579177856445,0.5263429880142212,4,62,6,1,True,False,False
['인사고과 문제'],신경수 인사전략연구소 대표는 “경쟁력 있는 기업을 만들기 위한 기본은 체계적인 인사ㆍ조직관리 및 인사측정평가시스템의 확립”이라며 “이를 바탕으로 노력한 만큼 얻을 수 있는 공정한 연봉체계를 확립한다면 직원들의 사기 진작에 큰 밑거름이 될 것”이라고 지적했다.,이를 바탕으로 노력한 만큼 얻을 수 있는 공정한 연봉체계를 확립한다면 직원들의 사기 진작에 큰 밑거름이 될 것,1,0.3326107263565063,0.1607079207897186,2,44,6,1,True,False,False
"['완벽주의자, 주름 거슬릴 듯']","이어 ""밝은 장면에서는 주름이 보일 수도 있기 때문에, 높은 가격을 지불 한 완벽주의자들은 신경이 거슬릴 수도 있다""고 덧붙였다.",밝은 장면에서는 주름이 보일 수도 있기 때문에 높은 가격을 지불 한 완벽주의자들은 신경이 거슬릴 수도 있다,0,0.7038050889968872,0.5335298776626587,4,65,1,0,False,False,True
"['SK이노, 이력서에 핵심기술·동료이름 다쓰라 요구']","SK이노베이션은 ""상황을 파악 중""이라며 신중한 입장을 내놨다.",상황을 파악 중,1,0.3485830426216125,0.2701271772384643,5,26,6,1,True,False,False
['불황의 끝이 안 보인다'],"내년 상반기에는 기대효과가 나타날 것으로..."" 이렇게 어려움을 겪고 있는 조선업계는 안으로도 심각한 내홍을 겪고 있습니다.",조선 해양과 무관한 비핵심자산과 자회사를 매각하고 조직개편 구조조정을 통해서 경영정상화 위해 노력하고 있습니다 내년 상반기에는 기대효과가 나타날 것으로 ,1,0.2101382911205291,0.4503797590732574,4,46,5,1,False,False,True
['주식 비중 더 줄여라'],특히 국내 주식 비중을 줄이는 것이 바람직하다고 밝혔다.,위험자산 비중을 크게 줄인 보수적 대응기조를 유지해야 한다,1,0.607376217842102,0.5088326930999756,4,48,4,1,False,False,True
['작년보다 투자·채용 늘릴 것'],"이건희 삼성전자 회장은 3일 호텔신라에서 열린 삼성 신년하례식 참석에 앞서 기자들과 만나 ""올해는 새로운 10년이 시작되는 해인 만큼 보통해와 달리 더 열심히 깊이 넓게 가야한다""고 강조하고 투자 및 채용 계획에 대해 ""작년보다 좀더 많이, 크게 할 것으로 예상한다""고 밝혔다.",작년보다 좀더 많이 크게 할 것으로 예상한다,0,0.5353860855102539,0.5577483177185059,4,89,1,0,False,False,True
['막힌 단춧구멍 째서 쓰라고 했다'],그는 “입에 담을 수 없는 욕을 먹고 있다.,양쪽 길이가 다른 가방끈은 잘라 쓰시면 된다 막힌 단춧구멍은 칼로 째서 착용하시라와 같은 어처구니없는 댓글들로 고객분들께 상처를 줬고 듣기 싫은 댓글은 삭제도 했었다,0,0.566481351852417,0.6153560876846313,5,14,5,1,False,False,True
